index,hand,age,ace,df,svpt,svGms,bpSaved,bpFaced,rank,result,1stIn(%),1stWon(%),2ndWon(%)
5308,0,28.4,3,5,73,12,6,8,23,1,51,76,61
5309,0,23.8,0,0,60,10,2,4,49,1,85,67,44
5310,0,24.7,6,3,95,14,4,10,5,1,63,62,44
5311,0,28.6,11,1,68,10,3,4,79,1,68,76,48
5312,0,23.9,1,0,62,8,4,4,193,1,65,72,55
5313,1,18.8,3,4,55,9,3,5,98,1,56,77,55
5314,0,19.9,5,6,120,16,9,14,27,1,48,61,58
5315,1,25.7,1,0,40,7,1,1,2,1,65,81,57
5316,0,26.2,0,7,84,14,3,6,29,0,61,65,77
5317,0,20.8,5,0,48,9,0,0,79,1,58,89,60
5318,0,24.6,0,3,78,11,3,5,9,1,87,65,71
5319,0,23.6,9,2,61,12,2,7,11,0,64,67,50
5320,0,25,1,4,102,14,5,7,104,1,68,71,52
5321,0,26.5,5,1,43,8,1,2,31,1,63,74,73
5322,0,25.4,2,3,86,10,10,12,99,0,52,73,42
5323,0,29.5,12,2,41,9,0,0,113,1,63,100,77
5324,0,31.8,18,1,99,16,5,7,84,0,63,79,44
5325,0,24.6,3,2,76,12,3,6,114,1,55,64,56
5326,0,18.5,4,4,91,15,5,11,113,0,55,70,43
5327,0,30.9,5,5,95,14,9,13,64,0,55,62,63
5328,0,25.6,2,2,60,9,4,5,66,1,63,66,60
5329,0,28.1,2,1,38,6,0,3,24,0,61,61,43
5330,0,25.4,9,3,154,22,3,8,264,1,65,68,55
5331,0,27,20,1,119,21,1,5,84,1,62,74,57
5332,0,28.8,5,7,66,9,5,10,5,0,56,54,50
5333,1,24.7,4,2,47,8,1,5,117,0,62,66,50
5334,1,34,22,13,148,20,17,21,27,0,56,73,58
5335,0,21.9,2,2,71,10,8,11,26,1,69,65,50
5336,0,27.7,3,1,50,8,6,11,68,0,60,57,26
5337,0,31.3,2,1,52,8,4,8,129,0,67,63,44
5338,0,21.7,3,2,85,11,3,8,228,1,54,54,51
5339,0,29.3,4,2,63,9,4,7,70,0,56,66,58
5340,0,21.7,8,4,47,9,2,6,76,0,51,83,37
5341,0,20.7,12,4,117,16,9,14,2,0,51,70,47
5342,0,29,5,3,46,8,1,5,48,0,43,80,26
5343,0,29.2,11,1,70,13,0,0,2,1,59,83,68
5344,0,19.1,1,1,45,9,2,7,99,0,49,50,50
5345,0,34.5,3,4,55,10,1,2,68,1,55,87,62
5346,0,28.8,5,9,70,11,4,8,54,0,39,74,59
5347,0,20.8,6,1,69,9,3,5,99,1,52,67,56
5348,0,21,9,0,44,8,4,6,62,1,73,75,50
5349,0,31.2,7,1,41,8,0,0,2,1,51,95,68
5350,0,25.8,5,5,86,13,6,11,76,0,64,71,38
5351,0,25.2,6,5,136,21,6,10,96,0,51,71,54
5352,0,24.9,5,3,57,9,5,8,16,0,63,61,56
5353,0,21.7,11,6,110,14,9,10,58,1,64,73,59
5354,0,25.9,4,1,51,10,3,4,26,1,47,83,73
5355,0,28.4,2,3,97,15,6,8,188,1,56,74,62
5356,0,32.2,16,20,109,15,8,9,50,1,50,87,69
5357,0,24.8,5,4,72,10,4,6,34,0,46,73,54
5358,0,32.6,11,6,122,17,5,8,41,1,63,66,69
5359,1,20.6,1,4,53,8,2,7,340,0,62,42,56
5360,0,30.9,6,2,48,7,1,5,91,0,52,60,38
5361,0,21.9,12,4,55,10,3,4,43,1,51,79,74
5362,0,22.2,21,3,114,18,2,3,10,1,66,77,75
5363,0,24.7,23,9,273,39,11,16,64,0,63,77,51
5364,0,27,2,5,92,14,3,10,65,0,54,52,51
5365,1,27.2,6,4,69,11,2,3,31,1,68,74,67
5366,0,25.1,18,2,72,13,3,4,104,1,54,85,65
5367,0,20.2,6,3,72,12,5,8,21,0,74,70,50
5368,0,34.9,11,6,111,20,5,7,48,1,59,82,64
5369,0,20.6,2,2,50,8,2,6,31,0,52,58,50
5370,0,20.2,6,2,111,19,4,11,260,0,56,69,47
5371,0,22.9,17,4,141,21,5,8,98,0,65,72,51
5372,0,22.2,1,5,126,20,6,11,11,1,63,74,51
5373,0,28.7,9,2,96,14,8,10,61,1,65,77,47
5374,0,26.3,14,4,114,14,2,8,59,0,66,63,46
5375,0,24.8,7,3,63,10,2,3,9,1,63,80,45
5376,1,32.2,15,5,81,11,3,5,57,0,60,69,67
5377,1,28.9,3,2,93,14,11,18,7,0,60,59,40
5378,0,27.4,3,0,45,8,4,9,104,0,56,60,25
5379,0,26.5,6,4,99,13,11,13,6,1,62,67,59
5380,0,26.5,3,3,96,14,13,17,33,1,50,81,40
5381,0,22,3,4,84,15,2,4,66,1,70,76,62
5382,0,26.2,8,3,78,12,2,3,131,1,62,79,59
5383,0,26.6,1,2,42,8,0,4,34,0,50,57,42
5384,0,28.1,0,1,61,11,2,5,78,1,74,67,47
5385,0,24.3,4,0,48,8,1,1,4,1,52,84,61
5386,0,24.7,1,1,65,9,6,11,12,0,57,54,44
5387,0,26.1,2,0,77,11,7,10,296,0,79,61,50
5388,0,27.3,1,4,44,8,0,4,100,0,59,58,50
5389,1,29.4,4,4,57,8,3,7,47,0,56,56,52
5390,0,22.9,1,2,46,8,2,7,4,0,37,59,44
5391,0,25,8,0,48,10,0,0,50,1,73,89,69
5392,0,23.7,28,8,98,17,1,2,18,1,60,86,81
5393,2,22.7,9,3,95,15,3,4,443,1,66,75,62
5394,1,30.6,6,3,81,11,5,8,60,0,60,63,55
5395,0,26.1,5,6,75,10,6,8,227,0,61,72,57
5396,0,26.6,1,4,97,13,5,10,50,0,56,54,62
5397,0,24.6,1,2,144,21,6,10,5,0,77,70,45
5398,0,21.2,2,5,54,8,8,8,31,1,54,83,65
5399,0,29.5,6,5,83,13,3,10,53,0,57,70,35
5400,0,21.7,15,3,84,13,1,2,32,1,56,77,62
5401,0,22.9,3,2,73,11,6,11,52,0,56,63,50
5402,1,27.7,8,0,82,14,2,6,59,1,59,69,50
5403,0,22.4,5,0,69,9,7,7,57,1,64,68,64
5404,1,25.1,3,4,82,13,5,8,61,0,65,68,64
5405,0,22.4,4,2,70,13,1,5,25,0,60,74,42
5406,0,23.9,4,2,72,10,5,7,69,0,53,66,53
5407,0,18.8,0,8,77,10,6,11,88,0,56,67,31
5408,0,30.1,2,2,73,11,2,3,31,1,58,74,59
5409,0,23.7,2,6,103,15,5,9,58,1,58,60,70
5410,0,30.9,6,2,76,12,1,3,48,0,55,67,69
5411,0,22.2,1,1,59,8,5,9,13,0,63,54,43
5412,1,30.4,5,3,68,11,4,7,14,0,43,76,50
5413,0,21.4,0,1,58,8,7,12,51,0,76,50,31
5414,1,27.8,4,1,55,9,2,3,84,1,64,74,58
5415,0,31.2,0,0,37,7,0,0,32,1,57,81,75
5416,0,30.9,8,3,80,14,2,4,40,1,48,79,62
5417,0,28.1,11,2,96,16,2,7,102,1,58,64,50
5418,0,24.2,2,1,51,9,1,1,226,1,78,78,70
5419,0,25.6,4,2,131,22,6,13,79,0,65,60,59
5420,1,26.7,7,3,106,15,7,12,166,0,58,66,45
5421,1,28.2,7,3,78,12,7,11,37,0,63,69,50
5422,0,21.7,1,0,13,2,0,0,9,1,54,86,50
5423,0,19.3,8,1,91,15,2,4,39,0,65,75,58
5424,0,23.7,8,4,114,19,7,11,81,1,55,71,62
5425,0,27.7,2,1,43,8,0,1,22,1,35,87,63
5426,1,26.6,7,11,72,13,1,7,25,0,43,81,47
5427,0,19.3,3,4,74,10,0,2,242,1,55,80,48
5428,0,26,3,2,84,14,0,2,52,1,51,77,59
5429,0,21.4,0,0,43,8,3,7,182,0,70,53,38
5430,0,29.7,5,2,94,14,3,8,95,0,71,60,44
5431,0,25,4,0,40,9,0,0,11,1,75,93,80
5432,0,29.6,6,1,64,10,3,4,9,1,66,81,57
5433,0,26.5,5,1,74,11,0,3,67,1,62,76,44
5434,0,21.9,1,6,65,10,4,7,131,0,54,63,58
5435,0,29.3,13,0,45,9,2,2,35,1,56,96,65
5436,0,25.5,3,2,63,9,5,5,158,1,65,73,65
5437,0,25.1,1,2,84,12,4,7,155,1,61,75,52
5438,0,26.6,2,2,49,8,3,7,57,0,63,68,31
5439,0,27.7,7,2,72,11,1,1,18,1,64,78,58
5440,0,26.8,3,2,50,9,1,2,4,1,46,83,60
5441,0,21.5,5,5,88,13,3,6,41,0,56,80,47
5442,1,25.1,8,5,102,15,6,9,17,1,60,70,61
5443,0,19.5,8,1,57,9,5,6,57,1,63,75,55
5444,0,22.8,12,7,119,18,8,12,17,0,56,76,53
5445,0,29.1,8,11,130,14,19,26,31,1,48,63,43
5446,0,30.1,6,8,95,15,5,11,83,0,55,69,49
5447,0,25.3,3,2,64,9,9,13,120,0,56,64,42
5448,0,20.7,1,5,98,12,3,10,384,0,64,48,60
5449,0,31.8,3,0,54,9,0,1,27,1,65,77,63
5450,1,22,1,2,99,16,5,8,73,1,73,71,48
5451,0,34.3,3,5,66,10,1,3,340,0,62,73,50
5452,0,20.9,6,6,144,24,7,12,117,0,57,71,62
5453,0,27.9,4,2,70,11,2,2,31,1,67,83,62
5454,0,33.8,6,7,105,16,7,12,49,0,41,74,53
5455,0,23.8,8,2,47,8,3,3,9,1,62,83,69
5456,0,25.7,3,3,47,7,2,2,132,1,49,83,71
5457,0,34.1,7,8,74,11,6,9,63,0,53,64,70
5458,1,30.2,4,3,89,14,1,6,3,0,66,61,56
5459,0,21.7,5,1,68,14,0,2,45,1,53,72,84
5460,0,31.4,10,5,77,11,4,5,51,0,56,72,62
5461,0,33.9,4,2,66,11,1,1,87,1,79,87,58
5462,0,25.7,11,6,117,20,5,8,17,1,54,79,67
5463,0,32.5,26,2,81,12,1,1,29,1,63,88,57
5464,0,25,5,9,77,13,4,8,12,0,53,66,70
5465,0,21,2,2,68,11,3,7,75,1,68,54,70
5466,0,25.7,6,3,155,24,12,22,110,0,52,60,46
5467,0,28.4,3,4,66,9,7,11,221,0,62,54,62
5468,0,29.7,3,1,99,14,7,11,186,1,79,63,35
5469,0,21,6,4,65,11,3,5,16,0,65,74,63
5470,0,22.1,1,0,51,10,0,1,3,1,71,75,60
5471,1,19.9,1,3,81,13,5,7,2,1,69,75,55
5472,0,27.8,8,9,116,16,6,12,198,0,66,72,32
5473,0,27.5,0,4,66,11,3,6,66,0,59,64,65
5474,0,28.8,2,4,64,10,4,7,112,0,61,69,43
5475,0,25.2,4,0,53,9,2,6,37,0,66,60,44
5476,0,25.4,6,1,70,11,5,5,35,1,54,87,58
5477,0,24.4,3,0,42,9,0,0,7,1,69,90,77
5478,0,27.6,3,0,78,13,3,5,193,1,45,83,53
5479,0,28.7,2,4,94,14,5,8,34,1,70,68,50
5480,0,26.8,12,5,69,11,1,1,15,1,43,87,74
5481,0,25.7,6,0,60,10,5,6,129,1,75,71,53
5482,1,27,3,2,62,10,2,6,92,0,65,62,50
5483,1,22,4,1,66,14,0,0,2,1,62,88,83
5484,0,26.5,4,3,50,8,2,6,409,0,62,61,38
5485,1,24.5,9,2,58,11,3,3,106,1,55,84,88
5486,0,28.5,17,3,107,20,1,4,151,1,67,79,72
5487,0,20.7,2,1,53,10,1,1,62,1,62,79,79
5488,0,23.2,4,1,70,13,4,8,24,0,63,66,60
5489,0,20.3,3,2,78,14,1,4,61,0,71,75,67
5490,0,28.7,3,2,81,13,4,8,64,0,63,65,50
5491,0,24.4,5,0,45,8,3,3,8,1,60,78,83
5492,0,24.5,3,1,91,14,4,8,34,0,56,63,59
5493,0,25.9,5,5,57,9,1,1,16,1,60,88,56
5494,0,30.3,17,5,162,27,6,11,59,1,55,75,62
5495,0,30.2,4,1,48,8,1,3,80,1,67,66,60
5496,0,30.3,6,2,104,15,8,13,19,0,65,62,50
5497,0,30.4,2,2,89,14,6,8,13,0,70,79,56
5498,0,25.3,4,3,57,9,2,4,53,0,54,74,52
5499,0,23.3,3,3,67,11,1,3,127,0,75,66,57
5500,0,25.3,12,3,153,24,6,11,2,0,61,78,52
5501,0,27.9,7,3,104,17,3,8,66,0,62,69,59
5502,0,29.4,2,2,104,15,5,8,47,0,50,62,60
5503,0,27.9,20,6,110,16,7,7,61,0,64,83,65
5504,0,32.5,6,1,40,8,0,0,85,1,55,95,71
5505,0,30.6,4,10,93,15,8,13,41,1,52,69,66
5506,0,25.7,7,5,123,19,9,15,28,0,59,70,44
5507,0,26.4,7,2,84,12,2,4,47,0,60,66,56
5508,0,24.6,10,6,89,13,2,7,84,0,58,63,55
5509,0,34.3,1,3,90,13,2,7,49,0,62,59,58
5510,0,23,22,2,135,21,8,11,56,0,61,72,63
5511,0,24.4,6,1,93,15,2,6,55,0,63,69,52
5512,0,30.9,21,4,150,25,7,11,39,1,52,77,56
5513,0,24,8,1,50,10,0,2,42,1,60,73,58
5514,0,26.1,14,1,55,10,2,3,2,1,71,79,67
5515,0,23.9,8,2,48,9,1,3,11,0,48,83,57
5516,0,29.5,3,4,67,12,2,4,22,1,46,81,59
5517,0,31.7,2,2,75,10,4,5,57,1,64,73,56
5518,1,34.7,8,9,93,15,10,12,32,1,66,77,74
5519,0,22.1,1,1,62,9,4,7,17,0,69,60,56
5520,1,18,1,7,57,8,9,14,535,0,58,64,35
5521,1,29.2,0,2,53,8,2,6,106,0,55,69,32
5522,1,26,5,1,76,15,2,3,48,1,62,81,64
5523,0,22.4,17,6,78,13,0,1,85,1,63,78,65
5524,0,34.3,4,3,54,8,5,8,72,0,59,66,47
5525,0,34.7,3,1,56,9,4,10,87,0,50,61,30
5526,1,21.7,11,6,155,24,6,10,153,1,61,73,61
5527,0,27.8,8,3,95,19,2,4,99,1,74,81,73
5528,0,33.1,9,5,172,23,18,25,65,1,55,67,46
5529,0,26.3,2,9,107,14,8,10,53,1,50,78,50
5530,1,28,8,1,105,16,8,11,174,0,58,72,58
5531,0,23.3,9,4,104,16,5,9,40,0,59,69,49
5532,0,24.9,1,2,40,8,0,3,64,0,60,54,64
5533,0,30.7,5,2,129,21,6,12,87,1,54,59,65
5534,0,27.9,0,7,65,12,1,4,85,1,52,82,75
5535,0,28.6,5,1,75,10,7,8,9,0,65,69,56
5536,0,22,13,1,46,9,0,0,10,1,65,87,73
5537,0,21.5,9,2,99,14,5,7,56,1,48,73,53
5538,0,25.6,7,5,195,32,11,18,1,1,66,71,59
5539,1,32,4,2,74,10,8,9,39,1,55,68,58
5540,1,25.5,5,3,97,16,2,5,63,1,67,71,59
5541,0,23.5,7,15,214,24,13,21,136,1,72,66,34
5542,1,22.3,4,4,133,21,5,10,88,0,63,60,71
5543,0,22.3,6,4,80,12,2,2,14,1,44,80,68
5544,0,32.9,12,3,136,18,7,9,89,0,62,74,53
5545,1,20.4,1,5,74,9,6,10,43,0,49,53,64
5546,0,28.3,2,2,71,13,1,1,41,1,63,84,71
5547,0,23.6,10,8,96,15,1,4,71,0,57,71,64
5548,0,25.7,14,1,69,15,0,2,47,1,80,84,62
5549,1,23.4,5,0,89,14,3,3,87,1,73,75,58
5550,0,31.7,10,3,77,11,6,7,89,0,58,69,62
5551,0,26.4,5,1,46,8,1,1,61,1,57,96,53
5552,0,31.3,1,1,66,9,5,7,47,0,76,64,47
5553,0,24.8,10,7,83,12,5,10,91,0,61,55,64
5554,0,29.7,10,5,104,17,0,2,80,1,57,78,65
5555,0,29.8,12,1,80,15,3,3,3,1,71,89,77
5556,1,25.8,4,5,79,11,6,8,43,0,57,67,69
5557,0,27,1,1,99,13,9,13,74,0,75,59,50
5558,0,28.6,2,2,49,9,0,5,98,0,45,50,48
5559,1,30.6,0,1,59,10,0,0,21,1,66,72,74
5560,0,25.4,8,6,63,12,0,3,81,1,51,81,64
5561,0,28.4,4,2,72,11,6,8,23,1,57,73,52
5562,0,27.8,10,1,50,10,2,3,124,1,66,79,81
5563,0,34.2,1,3,93,15,3,6,62,0,75,69,55
5564,0,22.7,2,2,91,15,6,7,22,1,78,77,56
5565,0,21.9,11,3,52,9,2,3,2,1,62,75,59
5566,0,25,3,3,60,10,2,5,55,1,57,71,52
5567,0,30.6,4,1,51,10,0,1,131,1,65,79,59
5568,1,27.9,4,4,92,14,6,8,62,0,67,73,69
5569,0,24.4,2,2,65,10,6,8,89,1,55,69,59
5570,0,26.4,11,2,84,14,3,6,120,1,70,71,48
5571,0,23.2,1,2,56,10,2,5,90,1,55,71,48
5572,0,28.3,7,5,59,10,1,5,26,0,51,77,33
5573,0,25,4,3,68,13,1,3,59,0,72,73,62
5574,0,24.6,6,2,60,9,1,4,49,0,58,77,30
5575,0,29.6,3,3,69,9,4,6,95,1,55,63,61
5576,0,25.5,8,12,96,14,7,12,14,0,51,76,46
5577,0,24,3,2,80,13,9,13,44,1,71,61,57
5578,1,23.3,4,2,44,8,0,0,9,1,61,85,73
5579,0,29.9,3,1,48,9,2,5,38,0,48,78,50
5580,0,22,0,4,93,15,3,7,78,1,60,73,55
5581,0,26.7,4,3,51,9,3,6,53,0,69,66,54
5582,0,27,1,2,88,14,2,6,107,0,49,72,51
5583,1,27,2,4,83,12,4,7,59,0,54,71,50
5584,0,23.7,1,3,69,10,2,4,65,1,70,65,61
5585,0,33.8,13,1,75,13,3,6,112,0,56,81,47
5586,0,30.6,8,2,63,10,1,2,9,1,62,79,55
5587,0,22.3,7,1,46,8,3,3,484,1,70,81,62
5588,0,31.7,6,1,54,10,2,3,26,1,72,82,50
5589,1,29.4,16,4,90,15,3,4,81,1,70,81,48
5590,0,26.5,3,2,47,8,4,7,20,0,60,57,53
5591,0,24.1,9,3,73,14,1,4,24,1,58,76,64
5592,0,32.7,13,2,107,15,7,8,2,1,61,71,70
5593,0,27.5,12,3,93,15,5,7,35,0,56,81,61
5594,0,22,7,3,42,9,0,1,50,1,52,86,94
5595,0,24.3,6,7,101,15,5,11,114,0,56,54,59
5596,0,23.5,5,4,107,16,7,10,27,1,63,70,61
5597,0,20.1,8,1,80,14,2,4,12,0,64,73,68
5598,0,27.5,5,3,69,11,3,5,9,1,49,74,66
5599,1,28.9,0,10,83,13,5,12,29,0,54,62,39
5600,0,37.6,16,9,82,15,4,5,21,1,66,91,74
5601,0,20.8,1,4,57,9,3,8,255,0,49,64,40
5602,0,29.6,3,2,52,10,0,0,249,1,75,87,82
5603,0,27.4,9,1,111,17,5,9,23,1,69,66,55
5604,0,28.6,0,4,139,16,14,17,47,1,78,62,56
5605,0,24.5,1,1,49,7,4,9,34,0,67,45,40
5606,0,24.6,14,7,102,16,5,8,8,1,54,75,68
5607,0,32,4,1,70,11,4,4,9,1,64,71,75
5608,1,27.7,2,1,58,8,4,8,30,0,45,65,35
5609,0,23.2,3,4,107,15,3,9,64,0,55,61,43
5610,0,30.5,3,3,46,9,0,2,82,1,70,72,73
5611,1,30.3,1,2,66,9,5,6,23,1,64,69,55
5612,1,23.3,4,1,57,9,3,3,36,1,63,81,55
5613,1,19.8,2,0,97,14,10,12,73,1,56,65,58
5614,0,25.1,1,0,81,13,2,3,69,1,65,70,61
5615,1,25.6,4,0,47,7,4,5,58,1,81,68,33
5616,0,25.9,5,1,86,13,4,7,50,1,53,65,59
5617,0,23.8,9,3,143,22,6,13,17,0,57,76,40
5618,0,25.9,7,4,68,11,2,4,81,0,57,69,72
5619,0,23.2,4,3,151,26,4,7,3,1,62,68,67
5620,0,21.1,0,1,60,9,6,9,45,1,62,65,45
5621,0,19.4,8,2,64,9,2,2,24,1,73,70,67
5622,0,30,8,7,77,11,4,8,28,0,44,82,39
5623,0,24.4,2,7,77,13,9,14,103,0,58,62,64
5624,0,29.2,3,4,48,9,2,3,112,1,60,69,100
5625,0,25.7,14,2,102,17,4,8,7,0,67,74,47
5626,1,30.8,4,6,173,26,6,8,41,1,64,73,64
5627,0,30.4,7,3,107,16,3,6,33,1,52,77,54
5628,0,35.4,27,5,96,17,3,5,31,0,66,84,64
5629,0,32.2,6,0,46,9,0,4,52,0,72,64,46
5630,1,28.8,3,9,99,14,7,14,29,0,55,63,47
5631,0,28.4,4,2,72,10,5,10,9,0,62,58,36
5632,0,34.2,4,2,85,14,5,9,51,0,56,67,54
5633,0,28.2,3,1,40,8,1,1,35,1,50,90,79
5634,0,23.6,5,2,87,15,2,7,5,0,57,66,49
5635,0,21.9,1,1,50,8,3,7,36,0,84,50,57
5636,0,24.8,0,2,32,6,1,6,70,0,56,39,33
5637,1,20.4,1,4,50,8,2,5,792,0,58,62,53
5638,0,32.6,11,5,95,15,6,8,12,1,64,77,66
5639,0,33.7,9,2,87,12,1,1,63,1,67,79,56
5640,0,33,0,3,86,12,7,10,89,1,65,61,52
5641,0,20.8,2,0,66,8,3,4,32,1,56,65,52
5642,0,30,6,0,66,10,3,6,62,0,62,66,48
5643,0,23.5,6,2,83,13,1,4,41,1,52,72,53
5644,0,18,4,5,60,10,3,6,421,0,67,65,60
5645,0,23,7,6,112,15,5,8,72,1,57,72,48
5646,0,30.6,4,2,47,10,0,0,45,1,64,87,93
5647,0,27.7,10,4,74,11,0,2,43,1,59,77,58
5648,0,26.4,0,2,73,10,8,12,62,0,58,67,38
5649,0,25.2,7,5,165,24,8,15,2,0,62,63,46
5650,0,24.9,6,0,32,7,0,0,36,1,53,82,93
5651,1,30.2,16,8,145,25,4,7,129,0,63,80,61
5652,0,29.5,3,1,56,9,1,2,27,1,62,63,75
5653,0,25.8,3,13,97,12,4,6,23,0,54,73,72
5654,0,21.5,6,1,65,11,0,1,42,1,49,81,66
5655,0,29.3,14,4,112,22,0,2,25,1,62,81,69
5656,0,36.1,0,6,68,11,3,10,66,0,66,58,24
5657,0,24.1,1,3,60,11,1,5,80,1,62,68,50
5658,0,31.3,24,2,149,25,8,10,39,1,65,77,56
5659,0,18.9,2,1,62,11,1,2,130,1,68,86,58
5660,0,22.9,1,1,81,16,1,4,504,1,54,66,67
5661,0,27,5,3,76,15,1,2,5,1,61,83,74
5662,0,28.4,4,0,48,8,0,6,43,0,65,52,18
5663,0,26.5,1,0,68,11,5,8,31,0,74,70,33
5664,0,28.9,5,1,56,9,3,6,1,0,57,62,52
5665,0,28,8,5,53,9,5,7,50,1,45,79,67
5666,1,20.8,3,0,59,9,4,5,89,1,61,69,61
5667,0,28.2,3,1,63,9,7,8,14,1,63,75,55
5668,0,29.2,2,1,47,8,1,3,76,1,57,63,74
5669,0,24,3,3,87,14,9,17,176,0,54,57,38
5670,0,23,3,2,75,13,5,10,119,0,85,61,67
5671,0,18.6,7,2,49,10,0,0,69,1,61,87,88
5672,0,23.7,4,6,70,10,4,5,44,1,51,78,64
5673,0,19,2,1,63,10,5,6,94,1,73,65,81
5674,0,26.1,9,3,133,19,7,13,62,0,48,69,50
5675,0,24.5,3,0,54,8,2,6,63,0,54,52,52
5676,0,27.1,3,0,64,11,0,2,52,0,64,68,61
5677,0,24.7,2,1,62,10,4,9,87,0,58,50,44
5678,1,28.3,5,3,101,15,4,5,147,1,47,79,59
5679,0,24.8,2,2,79,10,7,9,3,0,68,69,48
5680,0,22.7,3,3,74,12,2,6,76,0,50,70,50
5681,0,30.9,4,1,76,12,3,7,35,0,57,72,41
5682,0,19.4,4,3,60,10,3,7,81,1,53,75,48
5683,0,19.1,7,2,92,15,4,7,42,1,58,68,62
5684,0,30.9,0,2,22,3,1,2,97,0,68,67,60
5685,0,27.1,1,2,56,9,4,7,67,0,64,67,56
5686,0,24.1,2,2,52,9,3,8,117,0,54,61,36
5687,0,22.8,17,2,95,15,5,6,94,1,58,71,68
5688,0,31.2,1,2,87,15,4,6,3,1,70,69,62
5689,0,25.1,7,7,96,15,7,10,94,1,55,74,56
5690,0,23.8,8,9,91,12,13,18,78,0,52,66,54
5691,0,26.3,2,2,42,8,1,5,48,0,52,59,44
5692,0,29.8,12,4,96,14,8,9,66,1,57,82,54
5693,0,29.7,2,4,65,9,8,11,39,0,60,64,59
5694,0,20.3,8,5,74,14,2,8,51,0,66,67,45
5695,0,31.6,7,4,109,17,2,4,61,1,58,73,57
5696,0,22.7,6,4,53,10,2,5,58,0,45,92,48
5697,0,27.1,5,2,63,10,4,8,47,0,60,61,57
5698,1,23.6,3,1,44,9,0,0,44,1,61,89,75
5699,0,25.9,11,7,146,24,8,14,56,0,58,71,55
5700,1,26.9,1,2,65,10,2,6,89,0,54,69,39
5701,0,27.7,15,5,138,19,14,15,100,1,54,76,59
5702,0,29.1,3,2,68,10,3,5,20,0,59,62,65
5703,0,23.8,2,3,80,14,2,5,15,0,74,63,78
5704,0,24,30,3,144,26,2,3,8,1,74,79,65
5705,0,25.1,7,2,103,20,5,12,90,1,57,59,57
5706,1,21.9,4,6,103,16,7,12,102,1,54,66,51
5707,0,20.2,5,6,153,25,13,17,16,0,64,70,61
5708,0,26.4,5,0,55,10,1,1,1,1,67,84,61
5709,0,25.2,1,3,50,10,0,1,81,1,44,91,68
5710,1,34.9,6,8,133,19,14,22,3,0,65,59,49
5711,0,19.2,2,1,37,7,2,6,31,0,43,50,40
5712,0,18,2,5,94,16,2,3,128,1,69,82,67
5713,0,27,3,15,176,25,17,25,56,1,52,63,62
5714,0,26.3,1,2,48,9,1,4,115,0,58,57,67
5715,0,27.5,7,0,78,12,3,3,39,1,50,74,64
5716,0,21.5,7,3,96,16,5,6,11,1,53,88,52
5717,0,22.6,5,7,73,13,4,7,21,0,51,81,55
5718,0,26.7,20,4,78,12,5,5,99,0,56,84,67
5719,0,23.7,2,0,61,9,2,2,74,1,72,68,71
5720,0,28.3,0,3,45,8,2,5,570,0,51,57,58
5721,0,22.9,0,4,84,15,3,10,78,0,65,65,32
5722,0,30.1,7,2,89,14,5,8,81,0,57,71,56
5723,0,25.2,5,5,94,15,3,7,59,1,55,73,57
5724,0,24.2,15,1,74,13,3,3,19,1,58,86,57
5725,0,28.8,0,2,48,8,5,6,11,1,67,66,79
5726,0,24.1,0,2,74,9,14,14,47,1,59,73,57
5727,0,24,5,1,120,16,12,17,63,1,60,67,43
5728,0,26.1,3,0,62,12,0,0,151,1,71,89,72
5729,0,30.1,5,6,99,16,6,13,104,0,56,67,45
5730,0,21.8,12,3,71,12,1,2,21,0,76,78,57
5731,0,28.6,5,1,39,8,1,2,26,1,62,92,50
5732,0,22,12,2,88,14,3,6,15,1,61,74,47
5733,0,23.6,13,6,80,14,2,5,35,0,74,81,67
5734,1,37.7,16,3,69,14,0,0,54,1,64,95,64
5735,0,26.5,1,2,87,14,7,12,47,0,60,58,55
5736,0,25.9,3,3,49,9,2,4,55,0,63,77,60
5737,0,34.5,2,1,61,9,4,9,83,0,57,46,52
5738,0,31.4,8,1,42,8,3,3,3,1,60,96,56
5739,0,20.4,0,9,87,12,6,13,885,0,52,56,48
5740,0,24.2,4,1,63,11,5,6,25,1,62,77,65
5741,0,26,3,3,46,8,2,3,74,1,59,70,81
5742,1,26.5,7,4,106,15,6,8,117,1,62,71,53
5743,0,27.5,8,0,47,9,0,0,10,1,55,85,67
5744,0,27.4,3,3,65,8,7,12,418,0,68,43,44
5745,0,29.9,8,6,97,14,5,7,254,1,44,79,58
5746,0,30.8,2,1,49,8,5,9,95,0,61,60,39
5747,0,28.7,9,2,56,9,5,5,27,1,73,80,62
5748,0,26,4,1,104,16,8,11,47,0,63,68,57
5749,1,20.6,6,0,119,19,7,14,86,0,58,59,54
5750,1,31.2,3,3,66,10,4,6,37,0,53,80,50
5751,0,30.1,10,2,59,10,8,12,6,0,59,71,32
5752,0,25.1,6,3,111,16,3,5,63,0,66,73,49
5753,0,27,1,3,92,14,7,15,36,0,61,57,39
5754,0,26.1,6,5,95,13,1,3,10,1,52,82,49
5755,0,27.3,1,1,80,11,9,13,10,0,71,61,50
5756,0,23.8,0,1,83,9,12,18,221,0,65,50,43
5757,0,26.4,20,0,51,10,0,0,6,1,76,92,67
5758,0,21.3,0,1,45,6,3,5,69,1,58,65,50
5759,0,20.6,1,7,91,14,8,11,84,1,52,77,54
