index,surface,age,ace,df,svpt,svGms,bpSaved,bpFaced,result,1stIn(%),1stWon(%),2ndWon(%)
467,Clay,27.2,4,3,98,11,11,12,1,65,70,48
468,Grass,32,5,4,70,12,2,8,0,51,69,33
469,Hard,28.5,5,1,68,10,4,6,1,65,75,57
470,Hard,28.6,2,1,57,8,5,6,1,58,64,65
471,Hard,24.8,6,1,46,8,2,2,1,57,81,74
472,Hard,29.6,4,2,80,11,8,11,0,55,66,56
473,Clay,27.6,2,4,66,11,1,2,0,68,80,76
474,Hard,20.5,25,4,179,25,8,13,1,53,79,51
475,Clay,28.4,3,1,58,9,3,4,1,62,69,62
476,Hard,28.1,8,5,94,15,5,7,1,61,75,72
477,Hard,18.9,6,0,71,10,8,10,0,68,73,43
478,Grass,29,8,3,118,19,4,8,0,75,70,59
479,Clay,22,9,10,112,16,6,10,0,66,69,50
480,Hard,22,6,5,124,17,10,12,1,53,68,64
481,Hard,25.9,2,1,59,9,2,5,0,69,56,53
482,Hard,22.2,6,4,76,11,3,3,1,51,87,64
483,Clay,19.2,1,2,78,14,5,10,1,79,60,50
484,Hard,28.5,5,5,82,13,4,8,0,51,74,46
485,Hard,26.5,10,3,59,10,2,2,1,61,81,75
486,Hard,32,10,1,74,10,3,4,1,66,71,58
487,Grass,26.7,2,1,60,11,1,3,1,68,68,72
488,Hard,23.2,5,8,107,15,9,14,0,52,64,56
489,Clay,23.7,2,1,73,10,3,6,0,79,55,57
490,Hard,24.2,2,4,64,11,3,6,0,61,72,62
491,Clay,26.5,0,5,51,9,2,6,0,65,67,46
492,Grass,23.9,3,3,67,9,4,7,0,57,50,73
493,Hard,22.9,7,3,97,16,1,3,1,56,74,70
494,Clay,22.6,0,2,56,9,4,9,0,79,48,50
495,Hard,20.2,4,3,71,13,3,8,0,54,68,50
496,Clay,29.6,4,5,55,10,1,2,1,47,85,71
497,Grass,20.6,2,4,59,8,3,7,0,56,55,55
498,Clay,26,0,1,73,11,1,4,1,64,53,72
499,Clay,21.2,0,6,46,7,6,10,0,50,52,59
500,Clay,26.9,11,0,38,8,1,1,1,68,88,83
501,Hard,26.8,10,0,108,16,4,7,0,66,76,57
502,Hard,28.9,9,3,98,16,1,3,0,67,74,62
503,Hard,23,11,9,119,16,7,13,1,54,69,50
504,Hard,32.8,6,0,82,15,1,2,1,70,81,64
505,Hard,32.1,5,3,70,11,0,4,0,57,70,48
506,Clay,36.5,4,3,90,12,6,8,1,59,72,59
507,Grass,31.4,1,1,60,8,4,8,0,75,58,36
508,Hard,24,9,4,117,16,11,13,0,63,73,59
509,Clay,23.6,4,1,82,13,0,1,1,72,78,50
510,Clay,31.3,3,3,50,10,0,1,1,56,82,74
511,Hard,28.6,4,2,95,11,7,11,0,58,60,45
512,Grass,27.7,5,5,88,14,4,9,0,51,71,53
513,Clay,30.5,2,2,49,8,2,6,0,61,63,41
514,Hard,26.6,7,3,67,11,4,7,1,46,74,52
515,Clay,30.9,10,4,99,15,5,7,1,73,68,78
516,Grass,24.5,3,1,52,8,7,12,0,73,53,38
517,Hard,31.3,6,1,63,10,5,7,1,71,78,47
518,Clay,27.8,0,5,50,9,0,2,1,38,68,69
519,Hard,23.7,17,5,103,16,5,7,1,59,77,59
520,Hard,26.8,5,6,71,10,8,11,0,70,62,60
521,Hard,31.8,24,7,120,20,2,7,0,59,77,45
522,Clay,19.7,4,0,74,10,5,8,0,61,76,38
523,Hard,28.6,11,4,84,15,1,4,1,64,80,54
524,Hard,22.4,5,5,143,20,15,20,0,73,61,59
525,Carpet,22.8,4,2,66,11,4,9,0,55,58,54
526,Carpet,24.2,21,3,78,16,0,0,1,67,90,83
527,Carpet,22.1,10,3,65,11,3,3,1,65,86,55
528,Hard,28,2,1,72,11,3,4,0,62,71,62
529,Hard,29,0,0,46,8,3,7,0,65,53,38
530,Hard,25.2,8,3,61,10,3,3,1,56,82,67
531,Hard,24.1,6,0,36,6,0,0,1,61,77,71
532,Grass,27.2,11,12,97,15,6,9,0,62,87,40
533,Clay,24.1,9,3,74,11,2,3,1,50,73,65
534,Hard,28.6,1,0,34,5,4,5,1,59,65,64
535,Hard,22.5,3,2,139,17,11,17,0,48,70,41
536,Grass,26.4,10,1,42,8,0,0,1,69,86,67
537,Hard,23.3,4,4,152,22,10,11,1,57,73,74
538,Hard,28.7,4,3,94,15,4,9,0,63,58,62
539,Hard,26.7,8,3,188,27,6,10,1,68,69,52
540,Clay,30.3,3,5,70,10,0,1,1,44,77,65
541,Clay,24.6,2,4,67,9,7,12,0,46,68,41
542,Hard,28.4,6,2,54,9,0,2,1,54,86,52
543,Clay,30,0,1,71,10,5,8,0,61,60,59
544,Hard,17.6,1,0,47,8,1,1,1,66,77,69
545,Clay,22.8,2,4,78,12,4,7,1,50,74,57
546,Grass,32.9,7,7,78,13,3,7,0,50,72,53
547,Hard,25.8,6,7,176,25,9,17,0,66,68,40
548,Hard,22.8,16,3,138,22,7,12,1,62,73,56
549,Hard,33.1,8,1,72,10,1,1,1,71,69,65
550,Clay,27.9,1,2,64,11,0,4,0,67,58,58
551,Grass,23.2,8,4,69,10,4,4,1,57,77,65
552,Hard,25.5,3,3,53,9,2,2,1,45,83,65
553,Grass,39.8,10,0,95,15,5,5,1,65,84,58
554,Clay,25.2,0,2,84,11,9,11,1,75,62,74
555,Hard,27.5,4,3,55,10,1,1,1,53,90,65
556,Hard,31.5,3,3,90,15,3,8,0,68,67,46
557,Hard,27.8,5,3,110,14,7,13,1,56,60,51
558,Clay,25.8,4,1,85,13,6,13,0,53,62,28
559,Hard,21.4,4,2,57,9,1,5,0,74,60,38
560,Hard,33.3,1,3,53,8,2,6,0,53,61,36
561,Hard,26.6,13,5,131,21,8,16,1,71,62,45
562,Clay,20.9,1,7,98,15,3,4,0,63,79,55
563,Clay,27.9,1,4,99,14,7,9,1,76,73,35
564,Grass,27.2,24,10,161,25,6,12,0,60,74,55
565,Hard,27.3,3,4,50,8,7,11,0,52,62,40
566,Clay,23.5,4,2,79,11,4,6,1,66,67,60
567,Hard,29.4,1,0,59,10,0,0,1,61,78,70
568,Hard,27.6,2,2,43,8,1,5,0,56,62,24
569,Clay,24.9,7,3,72,11,5,6,1,69,76,63
570,Hard,29.2,0,6,48,9,1,3,1,65,81,64
571,Grass,27.7,4,4,58,9,3,5,1,53,71,65
572,Clay,23.1,3,1,60,9,8,9,1,53,72,63
573,Hard,20.3,8,0,107,16,3,6,0,50,66,59
574,Hard,21.1,16,3,137,17,14,17,0,56,71,54
575,Clay,27.3,4,4,129,17,14,19,0,60,68,46
576,Clay,23.4,2,3,50,9,4,9,0,46,65,38
577,Hard,33.5,1,0,66,10,4,4,1,62,78,60
578,Hard,25.6,2,1,38,8,1,5,0,61,57,43
579,Grass,21,3,5,97,14,2,7,0,77,65,47
580,Hard,30.3,14,2,61,11,0,1,1,66,82,63
581,Hard,29.1,6,3,93,15,5,9,0,43,70,58
582,Clay,26.3,10,0,55,10,2,2,1,71,82,62
583,Hard,28.5,10,0,36,8,0,0,1,75,93,78
584,Clay,24.8,4,1,80,15,0,1,1,75,82,74
585,Hard,23.9,4,0,52,9,0,0,1,48,76,67
586,Hard,24.6,13,4,82,13,5,9,0,65,62,64
587,Hard,32.3,6,2,98,16,1,3,1,59,71,71
588,Grass,28.2,2,3,83,12,6,10,1,63,71,39
589,Grass,23.8,14,3,87,14,7,10,1,66,74,59
590,Hard,30,11,0,44,9,0,0,1,70,90,69
591,Hard,21.8,7,8,77,11,2,3,0,60,78,61
592,Grass,28.4,5,6,94,13,9,15,0,63,59,48
593,Hard,29.6,12,1,98,14,7,7,1,53,75,62
594,Hard,29.7,1,4,54,8,2,6,0,54,66,48
595,Hard,23.1,9,2,104,16,5,7,1,56,78,57
596,Clay,19.2,7,3,66,10,2,3,1,44,72,71
597,Hard,23.4,22,8,188,31,9,13,0,57,82,56
598,Hard,23.2,7,10,135,26,2,6,0,53,79,78
599,Grass,23.1,3,4,56,9,2,5,0,54,60,64
600,Hard,33.3,12,2,84,15,2,6,0,69,74,50
601,Hard,25.9,3,2,35,7,0,0,1,71,88,75
602,Hard,27.6,4,0,64,9,7,8,1,72,61,67
603,Clay,26,3,0,48,8,2,7,0,69,48,33
604,Hard,31.4,3,7,92,15,2,6,0,64,71,58
605,Hard,26.8,8,4,63,10,2,4,0,63,75,47
606,Hard,28.9,7,4,83,11,6,8,0,54,67,59
607,Hard,28.8,14,5,124,18,5,9,1,61,66,60
608,Hard,30.9,5,6,125,20,5,9,0,50,76,60
609,Carpet,24.5,8,3,53,9,3,8,0,49,62,42
610,Grass,27.8,2,0,41,8,1,4,0,51,52,65
611,Clay,29.7,14,10,148,25,9,13,1,53,78,64
612,Clay,32.2,2,1,93,13,14,18,0,71,67,35
613,Hard,20.8,22,3,103,17,2,3,0,68,87,57
614,Hard,28.4,8,3,62,10,9,12,0,45,61,58
615,Hard,34.4,12,6,108,17,4,7,0,63,76,62
616,Clay,35.8,0,1,64,8,6,11,0,48,55,38
617,Clay,22.9,3,4,70,13,7,12,1,46,69,62
618,Hard,30.1,1,2,52,10,4,8,0,73,55,67
619,Hard,29.5,4,4,93,15,5,9,0,59,71,50
620,Hard,18.4,7,6,88,13,6,12,0,56,65,39
621,Hard,29.6,8,5,63,8,5,9,0,59,65,33
622,Clay,20.2,0,2,68,11,3,11,0,68,39,50
623,Hard,20.6,5,3,71,9,7,10,0,58,59,52
624,Clay,28,2,0,16,2,3,4,0,75,50,50
625,Hard,30.5,7,3,71,10,8,11,0,65,54,73
626,Carpet,26.3,2,1,61,9,5,8,0,67,66,47
627,Clay,20.8,1,2,66,10,3,8,0,52,62,50
628,Hard,32.3,22,1,100,18,6,7,1,71,80,54
629,Clay,23.3,2,8,53,7,3,7,0,55,62,50
630,Hard,24.3,8,1,104,15,7,11,1,70,71,50
631,Clay,35,1,2,90,15,6,9,0,68,64,67
632,Clay,27.2,7,8,85,12,2,7,0,39,67,52
633,Clay,23.4,8,6,89,15,2,5,1,64,72,69
634,Hard,31.5,13,1,88,16,4,7,1,73,73,48
635,Hard,26.8,1,1,71,10,4,6,0,56,60,63
636,Hard,28.2,0,2,94,15,9,14,0,64,62,50
637,Clay,23.8,14,9,72,10,7,8,1,65,79,56
638,Hard,27,11,4,150,26,8,11,0,67,73,69
639,Clay,30.4,2,0,100,15,12,17,0,70,61,40
640,Clay,29.3,5,1,43,8,0,0,1,56,83,67
641,Hard,27.6,4,2,76,12,1,1,1,66,82,62
642,Hard,29,4,3,34,5,4,5,0,62,71,60
643,Clay,27.1,10,2,150,25,5,9,1,71,74,48
644,Clay,28.4,9,3,107,16,5,6,0,63,85,51
645,Grass,27.3,7,0,86,15,1,4,1,60,73,56
646,Clay,25.8,2,3,43,8,3,6,0,60,65,57
647,Clay,28.2,4,3,78,12,3,5,0,72,73,53
648,Clay,27,1,5,93,15,2,6,1,53,71,54
649,Grass,23.1,4,4,112,15,8,10,0,60,63,63
650,Grass,25,13,0,105,16,5,7,1,60,73,67
651,Clay,31.9,0,2,64,9,8,12,0,59,63,38
652,Clay,19.5,0,0,40,7,2,2,1,68,81,62
653,Clay,24.4,12,6,99,17,3,7,1,49,82,55
654,Hard,28.1,1,3,84,11,10,13,0,62,60,55
655,Hard,25,2,5,44,8,3,6,0,48,81,50
656,Hard,27.6,0,1,44,8,1,2,1,57,76,61
657,Clay,26.4,0,0,52,8,1,1,1,56,72,65
658,Hard,30.4,4,6,67,10,8,13,0,54,58,60
659,Hard,17.2,2,1,54,8,2,6,0,69,65,25
660,Clay,29.8,2,2,61,9,4,8,0,57,63,42
661,Hard,29.6,1,4,59,9,2,7,0,59,57,40
662,Hard,19.9,3,2,94,12,8,13,0,57,63,42
663,Hard,30.1,11,3,76,12,0,2,1,76,76,67
664,Hard,25.7,10,2,111,15,5,9,0,53,71,44
665,Clay,26.1,3,8,84,14,6,11,0,55,65,60
666,Hard,33.2,4,1,105,16,6,11,0,58,59,58
667,Hard,27.9,6,3,45,8,2,2,1,56,88,76
668,Clay,23.7,1,2,43,8,1,5,0,44,58,50
669,Clay,35.1,6,6,102,15,9,12,0,50,69,58
670,Clay,25,2,9,71,10,2,6,0,41,72,55
671,Grass,20.1,6,5,128,18,9,12,1,59,65,62
672,Hard,34.8,5,2,59,10,5,10,0,58,50,48
673,Hard,31.8,3,4,65,10,6,11,0,54,60,46
674,Hard,25.7,7,4,102,20,1,4,1,75,75,73
675,Hard,28.4,3,1,53,10,2,3,1,83,70,75
676,Hard,32.9,12,5,177,29,6,11,1,70,74,54
677,Clay,28.2,9,0,57,9,4,4,1,58,82,54
678,Hard,30.8,10,2,48,10,0,2,0,62,67,75
679,Hard,32.5,25,4,131,18,10,12,1,79,75,62
680,Hard,23.8,6,6,65,10,4,4,1,60,77,85
681,Hard,23.3,2,1,49,8,3,6,0,57,64,45
682,Hard,25.9,10,8,100,17,3,7,0,51,75,61
683,Hard,29.5,4,1,71,13,4,8,0,65,65,54
684,Hard,35.4,5,4,107,15,8,12,0,66,63,50
685,Hard,20.9,2,2,60,9,7,11,0,53,59,58
686,Clay,31.4,2,2,66,8,7,12,0,39,54,47
687,Grass,32.2,6,0,55,10,0,0,1,71,85,69
688,Grass,33.2,12,3,122,16,10,11,1,68,77,44
689,Hard,25.6,11,1,54,9,3,3,1,59,81,67
690,Clay,29.5,5,4,85,12,3,5,1,46,72,67
691,Hard,17.4,0,1,41,7,3,8,0,56,52,29
692,Clay,24.9,11,2,107,17,4,6,1,58,76,56
693,Hard,28.3,6,4,77,10,7,9,1,57,73,52
694,Clay,21.7,8,0,96,15,2,3,1,49,83,61
695,Hard,27.5,3,4,62,9,2,4,1,60,62,67
696,Hard,29.9,3,7,81,12,5,12,0,63,61,43
697,Clay,21.8,4,2,65,10,4,10,0,42,63,39
698,Clay,29.1,1,3,104,16,5,8,1,66,64,69
699,Hard,28.3,5,1,52,9,1,1,1,54,86,70
700,Hard,22.6,11,3,112,18,4,5,1,60,85,50
701,Hard,22.6,7,1,98,15,5,7,1,56,73,67
702,Hard,20.8,6,3,65,9,6,10,0,62,60,50
703,Hard,29.9,10,1,52,10,1,4,0,71,65,64
704,Hard,20.4,4,3,86,13,6,11,0,59,67,47
705,Clay,32.9,4,1,64,11,2,5,0,73,60,50
706,Hard,32.4,12,3,75,12,5,8,1,63,70,60
707,Hard,26.1,9,0,83,11,7,8,0,54,78,47
708,Hard,21.4,2,2,65,10,6,8,0,68,66,63
709,Hard,23.8,2,1,35,7,1,2,1,66,78,73
710,Hard,30.4,4,7,101,15,4,10,1,74,59,58
711,Clay,26.5,3,3,84,13,3,7,0,54,60,61
712,Clay,21.5,2,1,51,9,0,1,1,69,71,60
713,Hard,28.3,4,6,71,12,0,5,0,39,86,46
714,Hard,23.7,1,6,66,10,4,7,0,41,70,58
715,Hard,28.4,9,13,78,14,5,9,0,47,78,68
716,Hard,28,0,1,9,2,1,2,0,56,60,0
717,Hard,28.8,1,3,48,9,1,4,1,44,62,71
718,Clay,29.8,2,0,29,5,0,0,1,72,86,38
719,Carpet,27.2,1,4,65,11,1,4,0,55,69,56
720,Clay,25.4,0,3,79,10,5,8,1,62,67,48
721,Clay,20.9,0,8,84,12,12,17,0,57,58,61
722,Clay,26.1,1,3,116,18,6,15,0,65,56,47
723,Clay,31.6,5,2,47,9,2,2,1,47,77,87
724,Hard,27.6,2,1,83,12,3,6,0,80,55,75
725,Hard,23.5,11,4,99,16,2,4,1,63,76,64
726,Clay,23.5,11,1,60,9,3,3,1,77,67,69
727,Clay,26,1,2,59,11,0,2,0,63,78,55
728,Clay,27.2,3,2,83,14,3,4,1,63,77,66
729,Hard,21.6,7,1,63,10,3,3,1,59,73,64
730,Grass,25.7,14,11,138,14,19,20,1,63,72,55
731,Hard,29.6,8,1,82,15,0,2,1,62,80,63
732,Clay,26.3,0,0,101,12,8,12,1,79,61,43
733,Clay,34.2,1,4,57,9,6,7,1,51,83,58
734,Clay,19.9,1,1,79,10,10,13,0,62,63,48
735,Hard,34.3,11,0,54,10,0,2,0,63,82,45
736,Clay,32.4,3,2,44,8,0,0,1,59,85,62
737,Hard,21.3,4,0,58,10,1,3,1,57,73,72
738,Clay,22.6,3,3,101,15,6,11,1,53,65,52
739,Hard,17.9,5,2,78,12,1,4,0,44,65,57
740,Hard,28.6,1,5,89,14,5,10,1,55,57,69
741,Hard,24.2,2,1,54,10,3,4,1,65,77,72
742,Hard,26.8,23,6,110,16,6,9,0,59,77,56
743,Hard,26.7,0,5,27,3,2,3,0,48,69,56
744,Carpet,24.4,8,3,57,10,0,0,1,53,87,67
745,Hard,27.2,9,5,82,14,5,11,0,60,69,39
746,Hard,28.5,12,3,102,16,10,15,0,62,65,61
747,Clay,34.9,0,1,61,11,1,4,1,49,70,57
748,Hard,21.5,16,4,81,15,2,4,0,58,87,53
749,Hard,29.8,16,10,119,17,8,8,0,49,90,61
750,Hard,30.6,9,2,68,12,3,5,1,57,85,44
751,Hard,20.7,8,5,126,17,11,14,0,63,76,41
752,Hard,27.9,6,3,68,10,5,7,1,53,72,55
753,Clay,26.5,4,1,105,12,15,22,0,73,56,30
754,Hard,21.9,5,1,42,9,0,1,1,48,90,76
755,Grass,29,11,2,86,13,3,6,1,60,67,53
756,Grass,22.5,8,9,76,14,0,4,0,51,79,64
757,Hard,22.7,0,3,45,7,3,9,0,60,44,27
758,Hard,25.6,4,3,116,20,3,9,0,77,56,75
759,Clay,25.1,14,6,94,15,5,8,0,59,78,52
760,Hard,20.6,11,0,46,10,0,0,1,63,79,100
761,Hard,30.9,2,1,61,10,3,7,0,59,64,38
762,Hard,23.8,12,3,147,24,10,15,0,69,74,40
763,Hard,29.5,4,5,63,9,4,9,0,44,68,40
764,Hard,30.7,2,3,51,10,0,3,1,43,82,58
765,Grass,25.2,3,1,50,9,1,1,1,70,74,86
766,Clay,29.2,5,1,63,10,0,3,0,57,72,42
767,Clay,28.1,2,3,53,10,1,2,1,53,79,73
768,Clay,23.5,15,2,146,20,10,13,0,65,73,53
769,Hard,19.1,5,2,72,11,5,10,0,56,70,33
770,Hard,20.9,5,2,40,8,0,1,1,55,95,50
771,Hard,33.7,11,5,86,13,6,11,0,60,75,34
772,Clay,25,0,0,50,8,1,1,1,74,68,69
773,Hard,32.2,11,2,91,14,6,7,1,63,79,53
774,Hard,25.4,2,0,60,10,6,9,0,62,62,57
775,Hard,31.8,8,1,104,15,11,13,1,62,69,58
776,Clay,24.9,5,1,89,14,6,11,1,58,69,33
777,Grass,26.9,20,2,117,19,6,10,1,68,72,44
778,Clay,24.1,1,2,95,15,2,6,1,55,71,49
779,Grass,23,5,8,141,21,1,1,1,61,78,74
780,Hard,23.5,8,1,76,12,3,3,1,68,81,61
781,Hard,28.5,5,2,75,13,5,6,1,63,77,65
782,Grass,32.7,15,2,107,18,0,0,1,71,88,62
783,Hard,26.1,2,1,78,11,3,4,0,59,70,58
784,Hard,27.3,0,1,57,9,3,8,0,72,54,33
785,Hard,25.4,9,5,100,15,2,2,1,60,75,69
786,Hard,34.2,20,7,131,23,1,4,0,59,81,57
787,Hard,25.3,2,2,58,10,1,5,0,57,67,43
788,Hard,28.9,3,2,49,8,3,6,0,61,60,47
789,Hard,25.6,7,4,102,17,1,5,0,75,70,50
790,Clay,27,4,2,73,11,4,7,0,52,66,52
791,Hard,28.9,1,4,71,12,6,10,1,52,59,70
792,Hard,30.4,1,3,58,11,3,6,1,84,67,83
793,Carpet,27.2,9,2,41,8,0,0,1,78,88,71
794,Hard,26.8,6,3,118,14,15,19,1,70,61,50
795,Clay,23.9,8,1,88,14,2,4,1,51,73,60
796,Hard,29.9,9,2,56,10,0,1,1,46,88,68
797,Clay,32,11,0,62,13,0,0,1,66,88,81
798,Clay,23.5,6,2,53,10,1,1,1,51,93,71
799,Hard,23.9,7,7,99,16,6,7,1,61,87,62
800,Hard,24.6,11,4,149,19,21,25,0,50,68,56
801,Hard,27.5,7,6,82,10,2,5,0,46,66,45
802,Grass,31.6,9,6,87,14,3,5,0,59,76,63
803,Clay,26.3,9,2,58,11,2,2,1,64,86,68
804,Clay,32.6,4,4,74,11,3,7,0,51,71,44
805,Clay,31.2,5,1,44,8,3,3,1,68,90,54
806,Clay,26.2,6,1,41,8,0,0,1,56,91,65
807,Grass,30.9,0,3,57,9,4,7,0,68,56,73
808,Hard,27.3,2,1,51,8,4,8,0,49,48,56
809,Grass,26.6,6,6,88,16,2,4,1,61,83,71
810,Hard,30.5,5,1,79,14,2,8,0,56,73,38
811,Clay,25.1,8,5,89,13,5,7,0,57,80,42
812,Hard,31.2,22,1,74,13,2,2,1,62,87,48
813,Hard,29.1,0,1,45,8,1,6,0,76,44,30
814,Clay,29.3,1,2,59,10,7,9,1,59,77,55
815,Clay,21.8,10,5,89,13,4,5,1,65,71,85
816,Clay,20,5,0,52,10,2,4,1,69,72,62
817,Hard,28.2,7,2,52,10,0,1,1,44,96,59
818,Hard,29.9,1,3,73,11,2,5,1,58,74,39
819,Hard,21.9,1,2,86,14,4,9,0,69,59,56
820,Clay,30.7,5,3,100,18,4,11,0,75,68,27
821,Hard,18,5,2,63,10,3,4,0,51,78,66
822,Hard,27.5,7,4,103,15,5,6,0,56,69,73
823,Clay,22.1,3,4,80,13,4,10,0,49,72,32
824,Clay,22.4,5,3,53,10,0,0,1,49,88,79
825,Grass,21.4,9,8,51,7,6,10,0,53,63,50
826,Hard,18.6,3,4,82,14,5,10,1,59,65,57
827,Carpet,22.5,11,2,107,17,3,5,1,58,81,56
828,Hard,26.2,3,3,69,9,4,6,0,58,72,50
829,Clay,23.5,1,3,49,8,4,10,0,43,48,44
830,Hard,30.8,5,2,107,14,8,13,1,61,58,52
831,Hard,31.3,4,3,51,9,3,5,0,69,77,46
832,Hard,23.1,7,2,83,14,1,3,1,64,77,54
833,Clay,30.8,5,6,74,11,4,6,0,45,82,57
834,Carpet,22.6,2,2,68,11,7,9,0,63,67,65
835,Hard,25.9,3,4,88,12,5,9,0,51,60,51
836,Clay,26.1,4,1,59,9,1,4,0,61,56,59
837,Clay,31.5,3,3,92,11,9,11,1,68,60,62
838,Hard,22.3,12,3,108,15,9,10,1,57,74,60
839,Clay,27.2,1,1,68,10,1,3,1,63,67,54
840,Grass,34.9,5,5,77,12,0,0,0,53,80,71
841,Hard,25.9,8,2,79,11,5,6,1,59,66,70
842,Hard,26.7,11,3,56,11,1,3,1,68,87,47
843,Grass,18.3,4,4,51,8,2,7,0,65,55,43
844,Hard,20.7,8,1,50,10,0,2,0,56,86,52
845,Hard,26.3,11,2,64,11,1,5,1,58,70,56
846,Clay,30.1,3,3,46,8,2,3,1,54,72,72
847,Hard,28.4,8,2,37,7,1,1,1,54,90,73
848,Clay,26.6,0,0,79,11,7,11,0,53,57,54
849,Clay,23.8,1,1,62,9,4,8,0,55,50,59
850,Grass,31.3,6,2,46,9,0,0,1,72,88,73
851,Hard,25.1,11,1,55,10,1,2,1,58,78,64
852,Hard,29.7,5,2,52,9,7,10,0,67,71,47
853,Hard,26.7,8,4,79,15,1,2,1,65,82,71
854,Hard,33.1,1,1,53,9,0,4,0,70,57,47
855,Grass,22.9,2,0,87,13,9,14,0,68,68,36
856,Hard,19.2,3,3,127,18,6,8,0,50,75,61
857,Hard,29.8,6,0,110,15,8,10,0,62,74,55
858,Grass,27.9,14,2,82,12,1,2,1,56,80,59
859,Hard,27.5,5,12,112,15,13,15,1,60,67,70
860,Carpet,23.3,1,3,84,15,3,5,1,81,71,77
861,Clay,26.4,3,1,101,15,11,17,0,68,59,45
862,Hard,23.9,3,3,111,15,6,10,1,59,71,55
863,Clay,21.5,6,2,94,15,3,4,0,61,77,60
864,Hard,20.5,14,0,76,12,3,4,1,64,84,56
865,Hard,25.6,17,6,113,16,9,14,0,55,69,51
866,Clay,28,6,0,79,12,9,12,1,52,80,42
867,Hard,27.2,6,5,68,11,5,8,1,62,74,52
868,Hard,20.5,1,4,52,8,2,6,0,62,56,44
869,Hard,29.5,8,1,79,13,5,6,1,54,79,60
870,Clay,26.5,3,6,96,16,3,8,0,55,66,54
871,Grass,24.4,19,5,112,21,4,4,1,72,83,85
872,Clay,23.8,5,5,98,15,4,7,0,53,69,59
873,Grass,32.3,10,8,85,14,5,9,0,48,78,58
874,Clay,28.7,2,2,74,10,6,8,1,61,78,41
875,Hard,21.4,7,1,84,14,7,9,1,63,75,50
876,Grass,26.5,5,3,55,9,6,7,1,58,91,45
877,Grass,31.2,15,10,149,22,7,12,0,62,71,57
878,Clay,25.3,3,1,47,9,0,0,1,85,80,83
879,Hard,24.1,5,6,78,11,4,7,0,54,69,57
880,Hard,26.9,5,0,39,7,0,0,1,44,88,64
881,Clay,32.2,2,7,76,10,8,11,0,54,63,57
882,Grass,27.2,8,4,120,17,5,8,1,60,78,48
883,Clay,31.7,2,0,31,7,0,0,1,81,92,83
884,Hard,23,14,4,87,11,9,11,1,64,79,52
885,Hard,23.6,7,1,60,8,3,3,1,52,68,71
886,Clay,29.8,2,5,85,11,7,9,1,76,66,60
887,Clay,25.4,5,1,53,9,1,2,1,43,74,62
888,Clay,28,13,4,112,20,6,8,1,64,85,58
889,Clay,21.7,0,2,60,11,3,8,0,62,51,62
890,Grass,26.5,6,3,59,9,3,3,1,58,79,64
891,Hard,24,2,8,77,10,8,12,0,38,83,42
892,Hard,26.4,7,1,72,10,1,4,1,58,64,69
893,Hard,31.2,9,4,102,16,5,8,1,59,68,61
894,Clay,28.9,4,1,50,10,0,1,1,62,81,67
895,Carpet,28.7,3,1,114,16,3,6,0,53,75,47
896,Clay,19.2,0,1,57,7,9,15,0,74,45,29
897,Clay,22,2,1,58,8,6,11,0,64,49,45
898,Clay,30,7,3,111,18,5,9,1,66,77,40
899,Hard,28.9,10,4,150,23,12,14,1,57,74,63
900,Carpet,27.1,10,1,52,9,1,1,1,54,86,61
901,Grass,25.8,7,2,62,9,10,14,0,63,59,43
902,Clay,22.3,0,2,74,11,4,7,1,59,66,61
903,Grass,26.4,8,5,54,9,2,3,1,50,85,64
904,Clay,30.7,0,2,117,17,12,17,0,70,60,64
905,Hard,25.6,4,3,146,19,18,26,0,51,67,40
906,Hard,23.8,4,7,112,16,9,15,0,53,64,54
907,Hard,31.9,10,4,109,16,2,3,0,61,75,66
908,Clay,28.4,2,4,99,15,6,11,1,69,59,59
909,Hard,25.1,5,1,82,11,5,6,0,73,67,52
910,Hard,24.8,3,2,53,9,6,8,0,62,64,78
911,Clay,26.6,3,3,65,9,4,4,1,58,82,58
912,Clay,26.9,3,6,126,17,8,14,0,65,60,55
913,Carpet,25.2,12,1,92,15,3,4,1,58,81,58
914,Hard,32.7,3,1,68,11,5,8,1,56,76,45
915,Hard,23.3,5,5,59,9,3,7,0,54,62,50
916,Hard,25.2,4,4,182,27,21,29,0,67,58,61
917,Hard,30.1,9,3,78,12,6,7,1,55,77,72
918,Hard,24.1,1,3,54,7,4,9,0,65,46,56
919,Hard,29.1,19,5,92,15,0,0,1,67,82,52
920,Hard,26.9,1,2,54,8,5,8,0,67,53,62
921,Clay,29.6,2,3,54,8,2,6,0,67,64,47
922,Hard,27.8,6,5,85,12,6,7,1,62,72,70
923,Hard,26,8,2,54,9,0,0,1,72,82,54
924,Clay,28,3,3,113,16,8,12,0,60,63,52
925,Hard,30.4,8,2,90,14,5,8,0,69,76,50
926,Clay,27.4,1,5,94,14,8,11,1,61,68,56
927,Grass,24.3,11,8,68,10,2,4,1,56,82,50
928,Clay,21.1,5,2,56,9,4,7,0,68,63,62
929,Clay,25.2,1,3,71,11,3,7,0,63,64,52
930,Hard,35.2,3,0,61,11,2,3,1,57,77,62
931,Clay,31.1,4,2,80,16,2,4,1,60,75,80
932,Clay,25.4,4,2,80,15,3,5,1,49,74,64
